,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2700,2014-06-17 00:00:00,253000.0,3.0,1.5,880,6600,1.0,0,0,5,880,0,1945,0,11457 70th Pl S,Seattle,WA 98178,USA
2702,2014-06-17 00:00:00,554000.0,4.0,1.0,1120,7104,1.5,0,0,3,1120,0,1946,0,1212 NW 105th St,Seattle,WA 98177,USA
2703,2014-06-17 00:00:00,350000.0,3.0,2.0,1380,3600,3.0,0,0,3,1380,0,2013,1923,600 21st Ave,Seattle,WA 98122,USA
2705,2014-06-17 00:00:00,1185001.0,3.0,2.75,2500,5568,2.0,0,0,5,2500,0,1905,0,723 16th Ave E,Seattle,WA 98112,USA
2712,2014-06-17 00:00:00,2475000.0,3.0,3.25,4340,4947,2.0,0,3,3,3060,1280,1993,0,5719 Seaview Ave NW,Seattle,WA 98107,USA
2715,2014-06-17 00:00:00,430000.0,3.0,1.0,980,7200,1.0,0,0,4,980,0,1950,1983,3609 49th Ave SW,Seattle,WA 98116,USA
2717,2014-06-17 00:00:00,824000.0,7.0,4.25,3670,4000,2.0,0,1,3,2800,870,1964,2000,2341 W Crockett St,Seattle,WA 98199,USA
2718,2014-06-17 00:00:00,936000.0,3.0,1.75,2960,12420,1.0,0,2,4,1480,1480,1952,0,3267 57th Ave SW,Seattle,WA 98116,USA
2721,2014-06-17 00:00:00,350000.0,2.0,2.5,1260,1347,3.0,0,0,3,1260,0,2005,0,9553 Interlake Ave N,Seattle,WA 98103,USA
2723,2014-06-17 00:00:00,435000.0,3.0,2.25,1230,1238,2.0,0,0,3,1080,150,2009,0,3465 21st Ave W,Seattle,WA 98199,USA
2724,2014-06-17 00:00:00,1555000.0,3.0,3.5,4360,6240,2.0,0,3,3,2960,1400,2008,0,6812 Phinney Ave N,Seattle,WA 98103,USA
2732,2014-06-18 00:00:00,475000.0,3.0,1.75,1700,8432,1.0,0,0,3,1230,470,1977,2004,1027B NE 130th St,Seattle,WA 98125,USA
2739,2014-06-18 00:00:00,555000.0,3.0,1.75,2040,6000,1.0,0,0,5,1120,920,1958,0,3850 51st Ave SW,Seattle,WA 98116,USA
2744,2014-06-18 00:00:00,384400.0,3.0,3.25,1689,1388,3.0,0,0,3,1689,0,2008,0,1021 NE 123rd St,Seattle,WA 98125,USA
2745,2014-06-18 00:00:00,646000.0,5.0,2.75,2870,4461,1.0,0,0,3,1650,1220,1976,0,6316 26th Ave NW,Seattle,WA 98107,USA
2746,2014-06-18 00:00:00,415000.0,3.0,1.75,1270,4800,1.0,0,0,3,1270,0,1952,2014,7340 35th Ave SW,Seattle,WA 98126,USA
2749,2014-06-18 00:00:00,545500.0,3.0,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0,2930 S Edmunds St,Seattle,WA 98108,USA
2750,2014-06-18 00:00:00,450000.0,3.0,1.75,1180,4080,1.0,0,0,4,760,420,1928,0,7341 27th Ave NW,Seattle,WA 98117,USA
2752,2014-06-18 00:00:00,650000.0,5.0,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003,830 W Armour St,Seattle,WA 98119,USA
2754,2014-06-18 00:00:00,343566.0,2.0,1.0,1100,4200,1.0,0,0,3,1100,0,1954,2005,8005 46th Ave SW,Seattle,WA 98136,USA
2765,2014-06-18 00:00:00,190000.0,1.0,1.0,720,4800,1.0,0,0,3,720,0,1914,1996,8044-8112 Rainier Ave S,Seattle,WA 98118,USA
2767,2014-06-18 00:00:00,1400000.0,3.0,2.0,2020,5500,1.5,0,3,3,1790,230,1937,1999,2340 Magnolia Blvd W,Seattle,WA 98199,USA
2770,2014-06-18 00:00:00,175000.0,2.0,1.0,660,5000,1.0,0,0,3,660,0,1915,0,4100 25th Ave SW,Seattle,WA 98106,USA
2775,2014-06-18 00:00:00,175000.0,6.0,1.0,1370,5080,1.5,0,0,3,1120,250,1931,0,8828 12th Ave SW,Seattle,WA 98106,USA
2780,2014-06-18 00:00:00,559000.0,2.0,1.0,1240,6400,1.0,0,1,4,1060,180,1938,0,5927 35th Ave SW,Seattle,WA 98126,USA
2783,2014-06-18 00:00:00,240000.0,2.0,1.0,670,10920,1.0,0,0,3,670,0,1942,1999,10025-10037 31st Ave SW,Seattle,WA 98146,USA
2787,2014-06-18 00:00:00,300000.0,3.0,2.5,1700,3575,2.0,0,0,3,1700,0,2000,0,6729 Shaffer Ave S,Seattle,WA 98108,USA
2793,2014-06-18 00:00:00,400000.0,3.0,1.75,1050,6150,1.5,0,0,4,950,100,1928,0,3617 48th Ave SW,Seattle,WA 98116,USA
2800,2014-06-18 00:00:00,825000.0,4.0,3.5,3810,9792,2.0,0,0,3,3810,0,1938,2013,11229 37th Ave SW,Seattle,WA 98146,USA
2801,2014-06-18 00:00:00,855000.0,4.0,2.25,2190,4080,2.0,0,0,3,1800,390,1918,0,2536 1st Ave W,Seattle,WA 98119,USA
2805,2014-06-18 00:00:00,465000.0,3.0,1.75,1510,4800,1.0,0,2,3,860,650,1925,2011,3040 SW Avalon Way,Seattle,WA 98126,USA
2808,2014-06-18 00:00:00,515000.0,3.0,3.5,1360,1419,2.0,0,0,3,1040,320,2007,0,5609 11th Ave NW,Seattle,WA 98107,USA
2810,2014-06-18 00:00:00,309000.0,3.0,2.25,1490,1294,2.0,0,0,3,1220,270,2010,0,5011-5021 Delridge Way SW,Seattle,WA 98106,USA
2816,2014-06-18 00:00:00,485000.0,2.0,2.5,1430,923,3.0,0,0,3,1410,20,2008,0,303 N 55th St,Seattle,WA 98103,USA
2817,2014-06-18 00:00:00,482000.0,3.0,3.25,1380,1120,3.0,0,0,3,1380,0,2008,0,4507 Linden Ave N,Seattle,WA 98103,USA
2819,2014-06-18 00:00:00,690000.0,3.0,3.25,1540,1428,3.0,0,0,3,1540,0,2013,1923,423 N 50th St,Seattle,WA 98103,USA
2820,2014-06-19 00:00:00,576000.0,3.0,2.5,1940,9000,1.0,0,0,4,970,970,1948,0,8817 28th Ave NW,Seattle,WA 98117,USA
2821,2014-06-19 00:00:00,378750.0,3.0,2.5,2160,3000,1.5,0,0,3,1260,900,1909,2011,3508 S Genesee St,Seattle,WA 98118,USA
2825,2014-06-19 00:00:00,1525000.0,4.0,3.25,3620,5131,2.0,0,3,4,2350,1270,1927,0,3283 Conkling Pl W,Seattle,WA 98119,USA
2827,2014-06-19 00:00:00,405000.0,2.0,1.0,1260,4377,1.0,0,0,4,1260,0,1947,1988,9532 Phinney Ave N,Seattle,WA 98103,USA
2829,2014-06-19 00:00:00,703000.0,3.0,2.0,1360,5980,1.5,0,0,3,1360,0,1945,2008,4401 SW Hill St,Seattle,WA 98116,USA
2832,2014-06-19 00:00:00,464000.0,3.0,1.0,1320,3625,2.0,0,0,3,1320,0,1900,2005,316 35th Ave,Seattle,WA 98122,USA
2833,2014-06-19 00:00:00,945000.0,2.0,2.5,2540,7089,2.0,0,0,3,2540,0,2004,2003,3241 63rd Ave SW,Seattle,WA 98116,USA
2837,2014-06-19 00:00:00,1325000.0,4.0,2.5,2440,3600,2.5,0,0,4,2440,0,1902,0,400 W Highland Dr,Seattle,WA 98119,USA
2840,2014-06-19 00:00:00,799000.0,4.0,2.5,2590,7910,2.0,0,0,3,2590,0,2001,0,4022 NE 95th St,Seattle,WA 98115,USA
2841,2014-06-19 00:00:00,1309500.0,4.0,4.5,4750,13912,2.0,0,2,3,3600,1150,2005,0,7732 Seward Park Ave S,Seattle,WA 98118,USA
2845,2014-06-19 00:00:00,590300.0,3.0,1.5,1470,7200,2.0,0,0,4,1470,0,1907,0,4709 43rd Ave S,Seattle,WA 98118,USA
2851,2014-06-19 00:00:00,506000.0,2.0,1.0,1570,8210,1.0,0,0,4,1150,420,1952,0,12723 11th Ave NW,Seattle,WA 98177,USA
2853,2014-06-19 00:00:00,285000.0,3.0,1.0,1210,4731,1.5,0,0,3,1210,0,1901,0,7749-7999 31st Ave NW,Seattle,WA 98117,USA
2854,2014-06-19 00:00:00,311000.0,3.0,1.75,1900,3000,1.5,0,0,5,1070,830,1903,0,8653 Wabash Ave S,Seattle,WA 98118,USA
2856,2014-06-19 00:00:00,435000.0,3.0,1.75,1310,8065,1.0,0,0,4,1310,0,1948,0,9729 Dibble Ave NW,Seattle,WA 98117,USA
2858,2014-06-19 00:00:00,1440000.0,3.0,3.5,3870,3819,2.0,0,0,3,2760,1110,2002,0,2720 Boyer Ave E,Seattle,WA 98102,USA
2860,2014-06-19 00:00:00,756000.0,4.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,0,2667 11th Ave W,Seattle,WA 98119,USA
2861,2014-06-19 00:00:00,248000.0,4.0,2.0,2080,13510,1.0,0,0,3,1040,1040,1950,2005,6105 S 124th St,Seattle,WA 98178,USA
2866,2014-06-19 00:00:00,399888.0,4.0,2.25,1820,8255,1.5,0,0,4,1320,500,1930,0,1559 N 130th St,Seattle,WA 98133,USA
2868,2014-06-19 00:00:00,899000.0,4.0,2.25,2370,6000,1.0,0,2,3,1440,930,1959,1989,2411 NW Blue Ridge Dr,Seattle,WA 98177,USA
2875,2014-06-19 00:00:00,436000.0,2.0,1.0,790,6600,1.0,0,0,3,790,0,1949,1998,1524 30th Ave,Seattle,WA 98122,USA
2878,2014-06-19 00:00:00,680000.0,6.0,2.0,1670,3000,1.0,0,0,5,900,770,1911,1984,4718 11th Ave NE,Seattle,WA 98105,USA
2882,2014-06-19 00:00:00,549000.0,4.0,1.75,1290,3060,2.0,0,0,4,1290,0,1906,1990,742 N 70th St,Seattle,WA 98103,USA
2884,2014-06-19 00:00:00,618250.0,4.0,3.25,2520,3360,1.5,0,0,4,1550,970,1931,0,7019 Brooklyn Ave NE,Seattle,WA 98115,USA
2886,2014-06-19 00:00:00,850000.0,2.0,1.75,1590,5136,1.5,0,3,3,1320,270,1927,2011,2505 42nd Ave W,Seattle,WA 98199,USA
2887,2014-06-19 00:00:00,930000.0,5.0,2.0,3530,9385,1.5,0,0,3,3530,0,1925,2002,2833 Cascadia Ave S,Seattle,WA 98144,USA
2891,2014-06-19 00:00:00,499000.0,3.0,1.75,1840,5000,1.0,0,0,4,920,920,1910,0,7043 Mary Ave NW,Seattle,WA 98117,USA
2892,2014-06-19 00:00:00,507000.0,3.0,2.5,2120,7201,2.0,0,0,3,2120,0,2003,0,12200 Densmore Ave N,Seattle,WA 98133,USA
2896,2014-06-19 00:00:00,646000.0,4.0,2.5,2310,4079,2.0,0,0,3,2310,0,2008,0,8903 3rd Ave NW,Seattle,WA 98117,USA
2898,2014-06-19 00:00:00,475000.0,3.0,2.5,950,1110,2.0,0,0,3,950,0,2003,0,419 Federal Ave E,Seattle,WA 98102,USA
2901,2014-06-19 00:00:00,319950.0,2.0,1.0,920,8341,1.0,0,0,3,920,0,1939,1969,11260 Marine View Dr SW,Seattle,WA 98146,USA
2908,2014-06-19 00:00:00,543000.0,3.0,2.25,1240,949,3.0,0,0,3,1240,0,2008,0,3455 Meridian Ave N,Seattle,WA 98103,USA
2909,2014-06-19 00:00:00,607500.0,3.0,3.25,1530,1612,3.0,0,0,3,1530,0,2006,0,1537 NW 58th St,Seattle,WA 98107,USA
2918,2014-06-20 00:00:00,395000.0,3.0,1.0,1500,4000,1.0,0,0,3,900,600,1925,2002,8548 18th Ave NW,Seattle,WA 98117,USA
2923,2014-06-20 00:00:00,600000.0,2.0,1.0,1040,3600,1.0,0,0,4,1040,0,1919,1980,122 16th Ave E,Seattle,WA 98112,USA
2929,2014-06-20 00:00:00,450000.0,3.0,2.0,1430,3480,1.0,0,0,3,980,450,1947,2012,8012 Wallingford Ave N,Seattle,WA 98103,USA
2931,2014-06-20 00:00:00,480000.0,4.0,1.0,2080,5500,1.0,0,0,3,1040,1040,1941,1994,7520 Jones Ave NW,Seattle,WA 98117,USA
2932,2014-06-20 00:00:00,850000.0,3.0,2.25,2870,8170,2.0,0,0,3,2250,620,1995,0,7446-7498 Gatewood Rd SW,Seattle,WA 98136,USA
2934,2014-06-20 00:00:00,380000.0,3.0,1.5,1520,4288,1.0,0,0,3,1020,500,1949,1998,4218 SW Sullivan St,Seattle,WA 98136,USA
2936,2014-06-20 00:00:00,359950.0,3.0,2.25,1940,11612,1.0,0,0,4,1100,840,1981,0,11317 82nd Ave S,Seattle,WA 98178,USA
2937,2014-06-20 00:00:00,665900.0,4.0,2.25,2870,5453,2.0,0,1,4,2220,650,1926,1993,10030 44th Ave SW,Seattle,WA 98146,USA
2941,2014-06-20 00:00:00,547000.0,5.0,2.5,2200,4080,1.5,0,0,5,1420,780,1916,0,8007 Fremont Ave N,Seattle,WA 98103,USA
2943,2014-06-20 00:00:00,640000.0,2.0,1.75,1760,4400,1.0,0,0,4,880,880,1930,0,3526 Ashworth Ave N,Seattle,WA 98103,USA
2946,2014-06-20 00:00:00,587206.0,3.0,3.5,1890,1710,2.0,0,0,3,1640,250,1999,0,723 N 43rd St,Seattle,WA 98103,USA
2948,2014-06-20 00:00:00,511500.0,4.0,1.0,1360,6000,1.5,0,0,3,1360,0,1917,2009,7714 37th Ave NE,Seattle,WA 98115,USA
2955,2014-06-20 00:00:00,412000.0,2.0,1.0,1260,3960,1.0,0,0,3,690,570,1925,2002,8329 27th Ave NW,Seattle,WA 98117,USA
2956,2014-06-20 00:00:00,400000.0,3.0,1.0,1430,10005,1.5,0,0,4,1430,0,1950,1983,12231 Densmore Ave N,Seattle,WA 98133,USA
2966,2014-06-20 00:00:00,250000.0,1.0,1.0,800,16306,1.0,0,0,2,680,120,1931,0,12419 20th Ave S,Seattle,WA 98168,USA
2971,2014-06-20 00:00:00,1300000.0,5.0,4.0,3366,7800,2.5,0,2,3,2966,400,1937,1999,2617 W Barrett St,Seattle,WA 98199,USA
2972,2014-06-20 00:00:00,1462497.0,5.0,3.25,3840,4800,3.0,0,3,3,2750,1090,2008,0,1116 33rd Ave S,Seattle,WA 98144,USA
2974,2014-06-20 00:00:00,355000.0,4.0,2.5,2040,8265,2.0,0,0,3,2040,0,1996,0,11830 6th Pl SW,Seattle,WA 98146,USA
2977,2014-06-20 00:00:00,915000.0,3.0,3.25,2660,4000,2.0,0,0,3,2170,490,2003,0,3414 E Denny Way,Seattle,WA 98122,USA
2980,2014-06-20 00:00:00,2400000.0,6.0,4.5,5480,10800,2.0,0,3,4,4430,1050,1999,0,1223 7th Ave W,Seattle,WA 98119,USA
2981,2014-06-20 00:00:00,390000.0,3.0,1.0,1160,3750,1.5,0,0,3,1160,0,1910,2006,4146 20th Ave SW,Seattle,WA 98106,USA
2983,2014-06-20 00:00:00,482500.0,4.0,3.0,1630,7626,1.0,0,0,5,1110,520,1990,0,12033 20th Ave NE,Seattle,WA 98125,USA
2984,2014-06-20 00:00:00,525000.0,3.0,2.25,1750,1879,3.0,0,0,3,1750,0,2001,0,2619 NW 60th St,Seattle,WA 98107,USA
2998,2014-06-20 00:00:00,725000.0,6.0,1.75,2380,4080,2.0,0,0,3,2380,0,1917,2009,4554 Latona Ave NE,Seattle,WA 98105,USA
2999,2014-06-20 00:00:00,780000.0,3.0,2.25,2140,3000,2.0,0,0,3,2140,0,1905,2006,537 N 66th St,Seattle,WA 98103,USA
3000,2014-06-20 00:00:00,325000.0,2.0,1.0,840,4239,1.0,0,0,3,840,0,1948,1994,7901-7911 39th Ave SW,Seattle,WA 98136,USA
3003,2014-06-20 00:00:00,489000.0,4.0,2.0,2120,11479,1.0,0,0,4,1060,1060,1940,2001,10822-10830 24th Ave NE,Seattle,WA 98125,USA
3009,2014-06-20 00:00:00,625000.0,3.0,2.5,2440,4800,2.0,0,0,3,2440,0,2014,0,4754 26th Ave SW,Seattle,WA 98106,USA
3013,2014-06-20 00:00:00,654000.0,3.0,3.25,1530,1565,2.0,0,0,3,1280,250,2005,0,1806 15th Ave,Seattle,WA 98122,USA
3015,2014-06-21 00:00:00,375000.0,2.0,1.0,1230,1820,2.0,0,0,4,830,400,1948,0,3257 NW Market St,Seattle,WA 98107,USA
3018,2014-06-21 00:00:00,849000.0,4.0,2.0,2160,6300,1.5,0,1,4,2160,0,1928,0,4103 Hillcrest Ave SW,Seattle,WA 98116,USA
3020,2014-06-21 00:00:00,442900.0,4.0,1.75,1780,2788,1.0,0,0,4,890,890,1943,0,3423 33rd Ave W,Seattle,WA 98199,USA
3021,2014-06-21 00:00:00,750000.0,3.0,1.75,2610,5544,1.5,0,0,3,1680,930,1934,1978,7523 Mary Ave NW,Seattle,WA 98117,USA
3023,2014-06-22 00:00:00,565000.0,2.0,1.75,1330,6000,1.0,0,0,4,960,370,1914,1945,3009 W Emerson St,Seattle,WA 98199,USA
3030,2014-06-22 00:00:00,802000.0,3.0,1.75,2870,5000,1.5,0,0,4,1840,1030,1907,0,2727 32nd Ave S,Seattle,WA 98144,USA
3036,2014-06-23 00:00:00,577000.0,3.0,2.5,2060,5750,1.0,0,0,3,1330,730,1976,0,4045 46th Ave SW,Seattle,WA 98116,USA
3043,2014-06-23 00:00:00,690000.0,2.0,1.0,970,4560,1.0,0,0,4,970,0,1907,0,4017 Corliss Ave N,Seattle,WA 98103,USA
3052,2014-06-23 00:00:00,430000.0,2.0,1.5,950,4625,1.0,0,0,4,950,0,1949,1985,8520 Interlake Ave N,Seattle,WA 98103,USA
3054,2014-06-23 00:00:00,775000.0,4.0,2.5,2300,6158,2.0,0,0,3,2300,0,1999,0,9009 27th Ave NE,Seattle,WA 98115,USA
3057,2014-06-23 00:00:00,449000.0,4.0,2.5,1850,5040,1.0,0,0,3,1230,620,1930,2013,7117 31st Ave SW,Seattle,WA 98126,USA
3059,2014-06-23 00:00:00,420000.0,3.0,2.0,1200,5029,1.0,0,0,3,880,320,1937,1999,3049 NE 90th St,Seattle,WA 98115,USA
3060,2014-06-23 00:00:00,735000.0,4.0,2.25,2270,5102,1.0,0,0,5,1340,930,1954,0,3613 40th Ave W,Seattle,WA 98199,USA
3062,2014-06-23 00:00:00,286000.0,3.0,2.75,1100,750,2.0,0,0,3,780,320,2008,0,4733 Delridge Way SW,Seattle,WA 98106,USA
3063,2014-06-23 00:00:00,579000.0,3.0,2.5,1640,1269,3.0,0,0,3,1640,0,2009,0,129 25th Ave E,Seattle,WA 98112,USA
3064,2014-06-23 00:00:00,345100.0,3.0,3.75,1950,8625,1.0,0,0,3,1360,590,1959,1989,10636 60th Ave S,Seattle,WA 98178,USA
3067,2014-06-23 00:00:00,649950.0,3.0,2.5,1500,1375,2.0,0,0,3,1200,300,2014,0,2811 14th Ave W,Seattle,WA 98119,USA
3068,2014-06-23 00:00:00,458500.0,3.0,2.0,1890,1599,2.0,0,0,3,1430,460,2012,1912,6539 41st Ave SW,Seattle,WA 98136,USA
3069,2014-06-23 00:00:00,500000.0,3.0,1.0,1150,5100,2.0,0,0,3,1150,0,1911,2005,3947 SW Austin St,Seattle,WA 98136,USA
3079,2014-06-23 00:00:00,345000.0,3.0,1.0,1140,4200,2.0,0,0,4,1140,0,1904,0,115 28th Ave S,Seattle,WA 98144,USA
3082,2014-06-23 00:00:00,399950.0,3.0,1.75,1560,5223,1.0,0,0,4,810,750,1940,2001,3630 NE 123rd St,Seattle,WA 98125,USA
3090,2014-06-23 00:00:00,360000.0,4.0,1.5,1720,6417,1.0,0,0,3,1720,0,1953,0,13505 16th Ave NE,Seattle,WA 98125,USA
3093,2014-06-23 00:00:00,234000.0,2.0,1.0,870,11100,1.0,0,0,3,870,0,1940,1996,11062 25th Ave SW,Seattle,WA 98146,USA
3101,2014-06-23 00:00:00,490000.0,3.0,2.25,1470,2500,2.0,0,0,3,1080,390,1984,0,6506 3rd Ave NW,Seattle,WA 98117,USA
3102,2014-06-23 00:00:00,615000.0,5.0,2.0,2130,4180,1.5,0,0,5,1270,860,1926,0,3220 44th Ave SW,Seattle,WA 98116,USA
3104,2014-06-23 00:00:00,396500.0,3.0,1.75,2390,7149,1.0,0,0,3,1350,1040,1955,2005,13040 3rd Ave NE,Seattle,WA 98125,USA
3105,2014-06-23 00:00:00,405000.0,2.0,1.0,860,2599,1.0,0,0,4,860,0,1901,0,6301-6399 17th Ave NW,Seattle,WA 98107,USA
3108,2014-06-23 00:00:00,265000.0,3.0,1.0,1620,9450,1.5,0,0,3,1620,0,1928,1954,10005 16th Ave S,Seattle,WA 98168,USA
3111,2014-06-23 00:00:00,525000.0,2.0,1.0,1080,3500,1.0,0,3,3,1080,0,1924,2011,5130 Palatine Ave N,Seattle,WA 98103,USA
3112,2014-06-23 00:00:00,415000.0,4.0,2.5,2170,8518,1.0,0,3,3,1350,820,1955,2005,10842 Garden Pl S,Seattle,WA 98178,USA
3117,2014-06-23 00:00:00,1580000.0,4.0,2.5,4570,74487,2.0,0,4,5,4570,0,1948,1985,1249 NW Elford Dr,Seattle,WA 98177,USA
3120,2014-06-23 00:00:00,450000.0,4.0,1.75,2160,4333,1.0,0,0,4,1260,900,1942,1982,8309 24th Ave NW,Seattle,WA 98117,USA
3126,2014-06-23 00:00:00,471001.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1905,0,719 N 80th St,Seattle,WA 98103,USA
3127,2014-06-23 00:00:00,385000.0,3.0,3.25,1630,1677,3.0,0,0,3,1630,0,2007,0,353 N 105th St,Seattle,WA 98133,USA
3129,2014-06-23 00:00:00,335000.0,1.0,1.0,720,5100,1.0,0,0,3,720,0,1907,1983,7325 18th Ave NW,Seattle,WA 98117,USA
3133,2014-06-23 00:00:00,1220000.0,4.0,3.75,3520,3944,1.5,0,0,5,2200,1320,1913,0,2551 5th Ave N,Seattle,WA 98109,USA
3135,2014-06-23 00:00:00,750000.0,3.0,2.0,1820,5000,1.5,0,0,4,1720,100,1941,1998,2160 50th Ave SW,Seattle,WA 98116,USA
3140,2014-06-23 00:00:00,569000.0,4.0,2.0,1730,3884,1.0,0,0,5,1060,670,1924,1956,720 N 46th St,Seattle,WA 98103,USA
3142,2014-06-23 00:00:00,800000.0,4.0,3.0,3520,4895,1.0,0,0,3,1980,1540,1954,2005,301 NW 54th St,Seattle,WA 98107,USA
3147,2014-06-23 00:00:00,660000.0,3.0,3.25,1980,2850,3.0,0,0,3,1980,0,1987,2000,4318 Corliss Ave N,Seattle,WA 98103,USA
3148,2014-06-23 00:00:00,685000.0,2.0,1.5,1300,1676,1.0,0,2,3,1300,0,1943,2002,1407 19th Ave,Seattle,WA 98122,USA
3150,2014-06-23 00:00:00,403500.0,3.0,1.0,1830,8004,1.0,0,0,3,1200,630,1960,2012,13337 30th Ave NE,Seattle,WA 98125,USA
3151,2014-06-23 00:00:00,405000.0,3.0,2.25,1520,1245,3.0,0,0,3,1520,0,2004,2003,8502 Interlake Ave N,Seattle,WA 98103,USA
3159,2014-06-23 00:00:00,345000.0,3.0,1.5,1420,1192,2.0,0,0,3,1140,280,2008,0,1707 22nd Ave S,Seattle,WA 98144,USA
3160,2014-06-23 00:00:00,160797.0,3.0,1.5,1270,2356,2.0,0,0,3,1270,0,2012,1912,4018 S Lilac St,Seattle,WA 98108,USA
3161,2014-06-23 00:00:00,562500.0,3.0,2.25,1300,907,2.0,0,0,3,1000,300,2006,0,2008 Yale Ave E,Seattle,WA 98102,USA
3162,2014-06-23 00:00:00,664950.0,5.0,3.0,3190,7081,1.0,0,2,3,1890,1300,2013,1923,7528 S Laurel St,Seattle,WA 98178,USA
3163,2014-06-23 00:00:00,515000.0,5.0,3.25,2910,5027,2.0,0,0,3,2040,870,2013,1923,1920C SW Brandon St,Seattle,WA 98106,USA
3166,2014-06-23 00:00:00,670000.0,3.0,2.5,3310,5300,2.0,0,2,3,2440,870,2008,0,9400 44th Ave SW,Seattle,WA 98136,USA
3167,2014-06-23 00:00:00,362500.0,2.0,1.5,940,1768,2.0,0,0,3,940,0,2009,0,1124 29th Ave S,Seattle,WA 98144,USA
3168,2014-06-23 00:00:00,402101.0,2.0,0.75,1020,1350,2.0,0,0,3,1020,0,2009,0,902 26th Ave S,Seattle,WA 98144,USA
3169,2014-06-24 00:00:00,438000.0,3.0,1.75,1520,6380,1.0,0,0,3,790,730,1948,1994,2302 NE 91st St,Seattle,WA 98115,USA
3170,2014-06-24 00:00:00,687500.0,4.0,1.75,2330,5000,1.5,0,0,4,1510,820,1929,0,7326 9th Ave NW,Seattle,WA 98117,USA
3174,2014-06-24 00:00:00,880000.0,4.0,2.5,3030,3841,3.0,0,0,3,3030,0,2005,0,6709 9th Ave NW,Seattle,WA 98117,USA
3177,2014-06-24 00:00:00,819000.0,3.0,3.5,2130,6150,2.0,0,2,5,1530,600,1908,0,3215 37th Ave W,Seattle,WA 98199,USA
3183,2014-06-24 00:00:00,530000.0,2.0,1.5,1580,3680,1.0,0,2,3,1280,300,1941,1994,3036-3040 36th Ave SW,Seattle,WA 98126,USA
3185,2014-06-24 00:00:00,615000.0,2.0,1.0,1270,5000,1.0,0,0,3,1090,180,1949,1998,7407-7411 28th Ave NW,Seattle,WA 98117,USA
3186,2014-06-24 00:00:00,660000.0,2.0,2.25,2550,6000,2.0,0,0,5,1860,690,1902,0,6054 5th Ave NE,Seattle,WA 98115,USA
3198,2014-06-24 00:00:00,665000.0,6.0,2.75,2840,8346,1.0,0,0,5,1420,1420,1961,0,5407 S Lucile St,Seattle,WA 98118,USA
3200,2014-06-24 00:00:00,1157400.0,3.0,2.5,2740,5925,2.0,0,2,3,2740,0,1913,1992,1226 22nd Ave E,Seattle,WA 98112,USA
3202,2014-06-24 00:00:00,2466350.0,5.0,4.75,6390,13180,2.0,0,0,3,4560,1830,1940,1996,1239 Parkside Dr E,Seattle,WA 98112,USA
3203,2014-06-24 00:00:00,339000.0,4.0,2.0,2470,5080,1.5,0,0,3,1970,500,1948,1988,7936 10th Ave SW,Seattle,WA 98106,USA
3204,2014-06-24 00:00:00,615000.0,3.0,1.75,1720,4080,1.0,0,0,4,960,760,1924,0,3219 37th Pl S,Seattle,WA 98144,USA
3206,2014-06-24 00:00:00,941000.0,4.0,1.75,2320,3825,1.5,0,0,5,1820,500,1926,0,128 NE 51st St,Seattle,WA 98105,USA
3210,2014-06-24 00:00:00,485000.0,3.0,2.5,1500,5412,1.0,0,0,5,900,600,1920,0,5909 48th Ave SW,Seattle,WA 98136,USA
3212,2014-06-24 00:00:00,339000.0,3.0,1.0,1100,4128,1.0,0,0,4,720,380,1942,1982,8202 37th Ave SW,Seattle,WA 98126,USA
3214,2014-06-24 00:00:00,455000.0,2.0,1.5,1200,1259,2.0,0,0,3,1000,200,2013,1923,301 27th Ave S,Seattle,WA 98144,USA
3218,2014-06-24 00:00:00,510000.0,3.0,2.25,1420,1309,3.0,0,0,3,1420,0,2006,0,3821-3825 Whitman Ave N,Seattle,WA 98103,USA
3226,2014-06-24 00:00:00,230000.0,4.0,1.75,1850,6000,1.0,0,0,4,1270,580,1944,0,6909 S 124th St,Seattle,WA 98178,USA
3228,2014-06-24 00:00:00,300000.0,2.0,1.0,750,5120,1.0,0,0,4,750,0,1941,1998,7920 34th Ave SW,Seattle,WA 98126,USA
3229,2014-06-24 00:00:00,457500.0,3.0,2.25,1430,2003,2.0,0,0,3,980,450,1996,0,1362 31st Ave S,Seattle,WA 98144,USA
3236,2014-06-24 00:00:00,343500.0,4.0,1.75,1760,6204,1.0,0,2,4,1180,580,1950,1983,11008 Auburn Ave S,Seattle,WA 98178,USA
3241,2014-06-24 00:00:00,257500.0,2.0,2.0,1180,9265,1.0,0,0,3,1180,0,1940,1996,13321 30th Ave NE,Seattle,WA 98125,USA
3242,2014-06-24 00:00:00,317000.0,5.0,2.5,2360,11375,1.0,0,0,4,1180,1180,1962,0,6277-6399 S 129th St,Seattle,WA 98178,USA
3243,2014-06-24 00:00:00,970000.0,3.0,2.25,3060,9950,1.5,0,2,4,1810,1250,1930,0,2721-3279 Lake Washington Blvd S,Seattle,WA 98144,USA
